政黨,選舉類型,選舉區,姓名
無,村里長,彰化縣二林鎮東華里,曾文昌
無,村里長,彰化縣二林鎮復豐里,曾進賜
無,村里長,彰化縣田尾鄉田尾村,林振杉
無,村里長,彰化縣田尾鄉豐田村,陳世賓
無,村里長,彰化縣田尾鄉豐田村,洪献立
無,村里長,彰化縣田尾鄉饒平村,張建國
無,村里長,彰化縣田尾鄉饒平村,蔡文欽
無,村里長,彰化縣田尾鄉睦宜村,陳作禮
無,村里長,彰化縣田尾鄉睦宜村,陳俊達
無,村里長,彰化縣田尾鄉福田村,陳尚宏
無,村里長,彰化縣田尾鄉福田村,陳憲榮
無,村里長,彰化縣田尾鄉新興村,李秋東
無,村里長,彰化縣田尾鄉新興村,蒲創結
無,村里長,彰化縣田尾鄉北鎮村,邱模
無,村里長,彰化縣田尾鄉南鎮村,劉定國
無,村里長,彰化縣田尾鄉新生村,詹前發
無,村里長,彰化縣田尾鄉南曾村,李明營
無,村里長,彰化縣田尾鄉南曾村,方碧岩
無,村里長,彰化縣田尾鄉北曾村,莊添鏿
無,村里長,彰化縣田尾鄉北曾村,鄭銅欣
無,村里長,彰化縣田尾鄉溪畔村,陳錦津
無,村里長,彰化縣田尾鄉溪畔村,周殷祿
無,村里長,彰化縣田尾鄉打簾村,邱垂麟
無,村里長,彰化縣田尾鄉柳鳳村,周一郎
無,村里長,彰化縣田尾鄉柳鳳村,宋家橙
無,村里長,彰化縣田尾鄉陸豐村,邱柏勲
無,村里長,彰化縣田尾鄉陸豐村,邱河源
無,村里長,彰化縣田尾鄉海豐村,吳永棋
無,村里長,彰化縣田尾鄉海豐村,吳振卿
無,村里長,彰化縣田尾鄉海豐村,林許花
無,村里長,彰化縣田尾鄉仁里村,李坤極
無,村里長,彰化縣田尾鄉新厝村,羅暉杉
無,村里長,彰化縣田尾鄉新厝村,陳坤國
無,村里長,彰化縣田尾鄉新厝村,陳靖彬
無,村里長,彰化縣田尾鄉溪頂村,林健銘
無,村里長,彰化縣田尾鄉溪頂村,顏文龍
無,村里長,彰化縣田尾鄉正義村,王政堅
無,村里長,彰化縣埤頭鄉和豊村,許錫熙
無,村里長,彰化縣埤頭鄉和豊村,許請証
無,村里長,彰化縣埤頭鄉和豊村,陳立彬
無,村里長,彰化縣埤頭鄉興農村,吳燕喜
無,村里長,彰化縣埤頭鄉埤頭村,吳彰輝
無,村里長,彰化縣埤頭鄉豊崙村,張肎文
無,村里長,彰化縣埤頭鄉崙子村,黃士晃
無,村里長,彰化縣埤頭鄉永豊村,
無,村里長,彰化縣埤頭鄉永豊村,陳新溪
無,村里長,彰化縣埤頭鄉合興村,楊肇西
無,村里長,彰化縣埤頭鄉合興村,杜崇維
無,村里長,彰化縣埤頭鄉平原村,許建成
無,村里長,彰化縣埤頭鄉崙腳村,許金水
無,村里長,彰化縣埤頭鄉元埔村,陳金意
無,村里長,彰化縣埤頭鄉芙朝村,黃永昌
無,村里長,彰化縣埤頭鄉新庄村,吳春田
無,村里長,彰化縣埤頭鄉竹圍村,李旭東
無,村里長,彰化縣埤頭鄉中和村,卓春成
無,村里長,彰化縣埤頭鄉中和村,曾建長
無,村里長,彰化縣埤頭鄉庄內村,郭幼玲
無,村里長,彰化縣埤頭鄉庄內村,莊素玉
無,村里長,彰化縣埤頭鄉大湖村,邱木生
無,村里長,彰化縣埤頭鄉大湖村,胡慶輝
無,村里長,彰化縣芳苑鄉芳苑村,陳俊雄
無,村里長,彰化縣芳苑鄉芳中村,陳忠男
無,村里長,彰化縣芳苑鄉芳中村,洪清在
無,村里長,彰化縣芳苑鄉仁愛村,卓速
無,村里長,彰化縣芳苑鄉仁愛村,洪豪澤
無,村里長,彰化縣芳苑鄉信義村,洪教在
無,村里長,彰化縣芳苑鄉後寮村,洪慶豐
無,村里長,彰化縣芳苑鄉後寮村,謝堯冬
無,村里長,彰化縣芳苑鄉三合村,洪青天
無,村里長,彰化縣芳苑鄉永興村,陳福順
無,村里長,彰化縣芳苑鄉永興村,鐘明堂
無,村里長,彰化縣芳苑鄉五俊村,洪綮皇
無,村里長,彰化縣芳苑鄉五俊村,洪應當
無,村里長,彰化縣芳苑鄉路上村,謝慶文
無,村里長,彰化縣芳苑鄉路上村,謝美芬
無,村里長,彰化縣芳苑鄉路平村,謝秋臨
無,村里長,彰化縣芳苑鄉路平村,謝憲奭
無,村里長,彰化縣芳苑鄉三成村,謝村田
無,村里長,彰化縣芳苑鄉三成村,洪須
無,村里長,彰化縣芳苑鄉福榮村,謝東霖
無,村里長,彰化縣芳苑鄉頂廍村,洪文森
無,村里長,彰化縣芳苑鄉頂廍村,洪進評
無,村里長,彰化縣芳苑鄉頂廍村,洪賜正
無,村里長,彰化縣芳苑鄉新街村,洪深泉
無,村里長,彰化縣芳苑鄉新街村,洪金卿
無,村里長,彰化縣芳苑鄉新街村,洪萬綠
無,村里長,彰化縣芳苑鄉王功村,黃丁禮
無,村里長,彰化縣芳苑鄉王功村,林子栢
無,村里長,彰化縣芳苑鄉博愛村,林有文
無,村里長,彰化縣芳苑鄉博愛村,葉淵淮
無,村里長,彰化縣芳苑鄉和平村,林進財
無,村里長,彰化縣芳苑鄉民生村,洪豊盛
無,村里長,彰化縣芳苑鄉興仁村,林慶諒
無,村里長,彰化縣芳苑鄉興仁村,林家裕
無,村里長,彰化縣芳苑鄉新寶村,梁祥盛
無,村里長,彰化縣芳苑鄉新寶村,黃百璟
無,村里長,彰化縣芳苑鄉草湖村,杜來旺
無,村里長,彰化縣芳苑鄉草湖村,李英源
無,村里長,彰化縣芳苑鄉文津村,陳鴻圖
無,村里長,彰化縣芳苑鄉文津村,洪秋林
無,村里長,彰化縣芳苑鄉建平村,施聰敏
無,村里長,彰化縣芳苑鄉建平村,陳權相
無,村里長,彰化縣芳苑鄉建平村,陳仁恭
無,村里長,彰化縣芳苑鄉崙腳村,黃錫明
無,村里長,彰化縣芳苑鄉崙腳村,陳嘉隆
無,村里長,彰化縣芳苑鄉崙腳村,陳本地
無,村里長,彰化縣芳苑鄉新生村,吳克修
無,村里長,彰化縣芳苑鄉新生村,謝和順
無,村里長,彰化縣芳苑鄉漢寶村,鄭鵬豐
無,村里長,彰化縣大城鄉潭墘村,劉辛川
無,村里長,彰化縣大城鄉上山村,顏榮賢
無,村里長,彰化縣大城鄉上山村,莊雅婷
無,村里長,彰化縣大城鄉東城村,吳瑞完
無,村里長,彰化縣大城鄉東城村,王介男
無,村里長,彰化縣大城鄉西城村,林昭平
無,村里長,彰化縣大城鄉大城村,張忠和
無,村里長,彰化縣大城鄉大城村,王財樹
無,村里長,彰化縣大城鄉菜寮村,林炳芳
無,村里長,彰化縣大城鄉菜寮村,林啓明
無,村里長,彰化縣大城鄉山腳村,蔡勝燦
無,村里長,彰化縣大城鄉山腳村,蕭麗英
無,村里長,彰化縣大城鄉頂庄村,許仁寶
無,村里長,彰化縣大城鄉公館村,王祺會
無,村里長,彰化縣大城鄉公館村,王冠鈞
無,村里長,彰化縣大城鄉臺西村,許讓出
無,村里長,彰化縣大城鄉東港村,陳永沛
無,村里長,彰化縣大城鄉西港村,陳文棍
無,村里長,彰化縣大城鄉西港村,陳儀興
無,村里長,彰化縣大城鄉豐美村,王信木
無,村里長,彰化縣大城鄉三豐村,洪行
無,村里長,彰化縣竹塘鄉竹元村,蕭慶彬
無,村里長,彰化縣竹塘鄉小西村,詹加全
無,村里長,彰化縣竹塘鄉小西村,莊榮爵
無,村里長,彰化縣竹塘鄉小西村,林永富
無,村里長,彰化縣竹塘鄉民靖村,莊瑞林
無,村里長,彰化縣竹塘鄉五庄村,洪順天
無,村里長,彰化縣竹塘鄉五庄村,林夏
無,村里長,彰化縣竹塘鄉樹腳村,林清凉
無,村里長,彰化縣竹塘鄉田頭村,曾煇山
無,村里長,彰化縣竹塘鄉田頭村,鄧世龍
無,村里長,彰化縣竹塘鄉新廣村,鐘仁慶
無,村里長,彰化縣竹塘鄉新廣村,邱瑞昌
無,村里長,彰化縣竹塘鄉溪墘村,黃豊元
無,村里長,彰化縣竹塘鄉溪墘村,何秋卿
無,村里長,彰化縣竹塘鄉竹林村,詹清風
無,村里長,彰化縣竹塘鄉竹林村,邱供
無,村里長,彰化縣竹塘鄉土庫村,詹春財
無,村里長,彰化縣竹塘鄉土庫村,廖鐘謀
無,村里長,彰化縣竹塘鄉內新村,詹朝文
無,村里長,彰化縣竹塘鄉長安村,廖英傑
無,村里長,彰化縣竹塘鄉永安村,詹峰賓
無,村里長,彰化縣溪州鄉溪厝村,鄭進議
無,村里長,彰化縣溪州鄉溪厝村,呂永富
無,村里長,彰化縣溪州鄉舊眉村,蔡順龍
無,村里長,彰化縣溪州鄉柑園村,宋金銀
無,村里長,彰化縣溪州鄉柑園村,宋金堆
無,村里長,彰化縣溪州鄉柑園村,周明毅
無,村里長,彰化縣溪州鄉水尾村,蔡華南
無,村里長,彰化縣溪州鄉水尾村,鐘萬成
無,村里長,彰化縣溪州鄉坑厝村,黃清江
無,村里長,彰化縣溪州鄉坑厝村,鄭萬長
無,村里長,彰化縣溪州鄉圳寮村,呂理春
無,村里長,彰化縣溪州鄉圳寮村,陳勇位
無,村里長,彰化縣溪州鄉潮洋村,孫樹生
無,村里長,彰化縣溪州鄉潮洋村,林慶炉
無,村里長,彰化縣溪州鄉瓦厝村,王志誠
無,村里長,彰化縣溪州鄉瓦厝村,顏進宜
無,村里長,彰化縣溪州鄉西畔村,徐旭安
無,村里長,彰化縣溪州鄉張厝村,黃薪源
無,村里長,彰化縣溪州鄉張厝村,呂昭明
無,村里長,彰化縣溪州鄉張厝村,朱合沛
無,村里長,彰化縣溪州鄉溪州村,張慶榮
無,村里長,彰化縣溪州鄉成功村,鄭保興
無,村里長,彰化縣溪州鄉成功村,宋新見
無,村里長,彰化縣溪州鄉成功村,陳位吉
無,村里長,彰化縣溪州鄉菜公村,黃世民
無,村里長,彰化縣溪州鄉菜公村,楊金源
無,村里長,彰化縣溪州鄉尾厝村,吳鏡楨
無,村里長,彰化縣溪州鄉尾厝村,劉清棚
無,村里長,彰化縣溪州鄉大庄村,陳元振
無,村里長,彰化縣溪州鄉三圳村,陳永山
無,村里長,彰化縣溪州鄉三圳村,蔡永龍
無,村里長,彰化縣溪州鄉三圳村,廖永諭
無,村里長,彰化縣溪州鄉三圳村,廖昌平
無,村里長,彰化縣溪州鄉三圳村,廖昆中
無,村里長,彰化縣溪州鄉東州村,劉萬全
無,村里長,彰化縣溪州鄉東州村,陳明桂
無,村里長,彰化縣溪州鄉榮光村,阮金美
無,村里長,彰化縣溪州鄉榮光村,鄭章廷
無,村里長,彰化縣溪州鄉三條村,廖清福
無,村里長,彰化縣溪州鄉三條村,林國正
無,村里長,南投縣南投市康壽里,林華騰
無,村里長,南投縣南投市康壽里,田福川
無,村里長,南投縣南投市三民里,蕭承倉
無,村里長,南投縣南投市仁和里,張詠宗
無,村里長,南投縣南投市仁和里,張心怡
無,村里長,南投縣南投市仁和里,洪陳玉葉
無,村里長,南投縣南投市仁和里,張秀綢
無,村里長,南投縣南投市南投里,劉同源
無,村里長,南投縣南投市南投里,陳信嘉
無,村里長,南投縣南投市彰仁里,張毓真
無,村里長,南投縣南投市崇文里,簡金秀
無,村里長,南投縣南投市崇文里,簡汝浜
無,村里長,南投縣南投市漳興里,簡木水
無,村里長,南投縣南投市漳興里,謝慶同
無,村里長,南投縣南投市漳和里,張武釙
無,村里長,南投縣南投市漳和里,吳亭賢
無,村里長,南投縣南投市軍功里,吳安妮
無,村里長,南投縣南投市東山里,曾文聰
無,村里長,南投縣南投市平和里,林世照
無,村里長,南投縣南投市平和里,張瑞慶
無,村里長,南投縣南投市平和里,藍明展
無,村里長,南投縣南投市平和里,曾聰明
無,村里長,南投縣南投市振興里,廖國清
無,村里長,南投縣南投市千秋里,陳建昌
無,村里長,南投縣南投市千秋里,劉賢助
無,村里長,南投縣南投市三興里,賴元周
無,村里長,南投縣南投市三興里,陳中和
無,村里長,南投縣南投市三和里,吳志鵬
無,村里長,南投縣南投市三和里,柯憲武
無,村里長,南投縣南投市嘉興里,張漢其
無,村里長,南投縣南投市嘉和里,吳孟育
無,村里長,南投縣南投市嘉和里,李家明
無,村里長,南投縣南投市嘉和里,莊志煌
無,村里長,南投縣南投市嘉和里,蕭閔聰
無,村里長,南投縣南投市福山里,許惠菁
無,村里長,南投縣南投市福山里,沈漢洲
無,村里長,南投縣南投市鳳鳴里,余文廣
無,村里長,南投縣南投市鳳鳴里,王爐
無,村里長,南投縣南投市鳳山里,藍豐文
無,村里長,南投縣南投市鳳山里,黃炳勲
無,村里長,南投縣南投市平山里,吳繼全
無,村里長,南投縣南投市平山里,陳晉榕
無,村里長,南投縣南投市新興里,王日強
無,村里長,南投縣南投市新興里,林世岳
無,村里長,南投縣南投市新興里,石桂年
無,村里長,南投縣南投市新興里,王銘進
無,村里長,南投縣南投市永豐里,廖倉賜
無,村里長,南投縣南投市福興里,穆仁國
無,村里長,南投縣南投市福興里,范文蘭
無,村里長,南投縣南投市營北里,戰姵鈴
無,村里長,南投縣南投市營南里,吳在庭
無,村里長,南投縣南投市內興里,曾登裕
無,村里長,南投縣南投市內興里,曾水益
無,村里長,南投縣南投市內新里,黃美瑟
無,村里長,南投縣南投市內新里,曾丁萬
無,村里長,南投縣南投市光榮里,鄭爽媚
無,村里長,南投縣南投市光榮里,黑正亮
無,村里長,南投縣南投市光榮里,何興亞
無,村里長,南投縣南投市光明里,黃希谷
無,村里長,南投縣埔里鎮東門里,林金星
無,村里長,南投縣埔里鎮東門里,張瑞昆
無,村里長,南投縣埔里鎮東門里,江茂圳
無,村里長,南投縣埔里鎮南門里,陳昭維
無,村里長,南投縣埔里鎮南門里,廖登科
無,村里長,南投縣埔里鎮西門里,王美慧
無,村里長,南投縣埔里鎮北門里,王金貞
無,村里長,南投縣埔里鎮清新里,游清然
無,村里長,南投縣埔里鎮大城里,黃鈴蘭
無,村里長,南投縣埔里鎮大城里,蔡宗成
無,村里長,南投縣埔里鎮大城里,黃瑞昌
無,村里長,南投縣埔里鎮籃城里,蔡榮權
無,村里長,南投縣埔里鎮籃城里,馬榮道
無,村里長,南投縣埔里鎮籃城里,陳瑞芳
無,村里長,南投縣埔里鎮枇杷里,李佳臻
無,村里長,南投縣埔里鎮枇杷里,潘鐵國
無,村里長,南投縣埔里鎮枇杷里,葉春凰
無,村里長,南投縣埔里鎮水頭里,陳癸方
無,村里長,南投縣埔里鎮水頭里,廖正裕
無,村里長,南投縣埔里鎮麒麟里,黃戊寅
無,村里長,南投縣埔里鎮麒麟里,陳惠邦
無,村里長,南投縣埔里鎮珠格里,游麗瓊
無,村里長,南投縣埔里鎮溪南里,陳松明
無,村里長,南投縣埔里鎮溪南里,林志良
無,村里長,南投縣埔里鎮桃米里,曾秀桃
無,村里長,南投縣埔里鎮桃米里,黃秋田
無,村里長,南投縣埔里鎮成功里,陳紹章
無,村里長,南投縣埔里鎮成功里,彭惠珍
無,村里長,南投縣埔里鎮成功里,彭永增
無,村里長,南投縣埔里鎮成功里,黃源斌
無,村里長,南投縣埔里鎮南村里,陳其祥
無,村里長,南投縣埔里鎮南村里,劉桂林
無,村里長,南投縣埔里鎮南村里,黃己逢
無,村里長,南投縣埔里鎮愛蘭里,陳文富
無,村里長,南投縣埔里鎮愛蘭里,張晃田
無,村里長,南投縣埔里鎮鐵山里,林秀惠
無,村里長,南投縣埔里鎮房里里,林瓊護
無,村里長,南投縣埔里鎮向善里,陳月里
無,村里長,南投縣埔里鎮一新里,曾進能
無,村里長,南投縣埔里鎮一新里,蔡新國
無,村里長,南投縣埔里鎮一新里,林宥岑
無,村里長,南投縣埔里鎮廣成里,沈慶豐
無,村里長,南投縣埔里鎮廣成里,徐明達
無,村里長,南投縣埔里鎮廣成里,許金城
無,村里長,南投縣埔里鎮史港里,欉明聰
無,村里長,南投縣埔里鎮福興里,何阿潭
無,村里長,南投縣埔里鎮福興里,黃冠豪
無,村里長,南投縣埔里鎮牛眠里,潘世傑
無,村里長,南投縣埔里鎮牛眠里,潘俊銘
無,村里長,南投縣埔里鎮大湳里,阮聰智
無,村里長,南投縣埔里鎮大湳里,柯柱汶
無,村里長,南投縣埔里鎮蜈蚣里,黃美玉
無,村里長,南投縣埔里鎮合成里,陳信順
無,村里長,南投縣埔里鎮北安里,陳政昌
無,村里長,南投縣埔里鎮杷城里,曾木春
無,村里長,南投縣埔里鎮杷城里,王昭文
無,村里長,南投縣埔里鎮北梅里,林輝彰
無,村里長,南投縣埔里鎮北梅里,塗進雄
無,村里長,南投縣埔里鎮泰安里,宋梓賢
無,村里長,南投縣草屯鎮玉峰里,陳東建
無,村里長,南投縣草屯鎮炎峰里,洪慶文
無,村里長,南投縣草屯鎮炎峰里,藍元廷
無,村里長,南投縣草屯鎮和平里,陳筱蓁
無,村里長,南投縣草屯鎮和平里,李永裕
無,村里長,南投縣草屯鎮和平里,林清江
無,村里長,南投縣草屯鎮敦和里,王逸帆
無,村里長,南投縣草屯鎮山腳里,陳松茂
無,村里長,南投縣草屯鎮富寮里,高順洲
無,村里長,南投縣草屯鎮富寮里,簡家俊
無,村里長,南投縣草屯鎮御史里,
無,村里長,南投縣草屯鎮御史里,洪健明
無,村里長,南投縣草屯鎮新豐里,陳美玲
無,村里長,南投縣草屯鎮碧峰里,林永福
無,村里長,南投縣草屯鎮碧洲里,林芳輝
無,村里長,南投縣草屯鎮碧洲里,白育哲
無,村里長,南投縣草屯鎮復興里,白國明
無,村里長,南投縣草屯鎮復興里,林健男
無,村里長,南投縣草屯鎮上林里,簡晛森
無,村里長,南投縣草屯鎮上林里,林遜良
無,村里長,南投縣草屯鎮上林里,蕭世杰
無,村里長,南投縣草屯鎮新庄里,吳瑞耀
無,村里長,南投縣草屯鎮新庄里,洪淇益
無,村里長,南投縣草屯鎮北投里,王枝發
無,村里長,南投縣草屯鎮北投里,許敏博
無,村里長,南投縣草屯鎮石川里,洪日燈
無,村里長,南投縣草屯鎮石川里,廖英慈
無,村里長,南投縣草屯鎮加老里,洪龍全
無,村里長,南投縣草屯鎮加老里,洪柏森
無,村里長,南投縣草屯鎮北勢里,林武順
無,村里長,南投縣草屯鎮中原里,李傳興
無,村里長,南投縣草屯鎮中原里,李義遠
無,村里長,南投縣草屯鎮南埔里,李士吉
無,村里長,南投縣草屯鎮土城里,施惟德
無,村里長,南投縣草屯鎮坪頂里,鄭福裕
無,村里長,南投縣草屯鎮坪頂里,李銘樑
無,村里長,南投縣草屯鎮雙冬里,洪朝專
無,村里長,南投縣草屯鎮雙冬里,曾明正
無,村里長,南投縣草屯鎮平林里,謝瑞棋
無,村里長,南投縣草屯鎮中正里,張育誠
無,村里長,南投縣草屯鎮中正里,許龍珠
無,村里長,南投縣草屯鎮中正里,黃淇淵
無,村里長,南投縣草屯鎮中山里,賴怡伶
無,村里長,南投縣草屯鎮明正里,洪瑞良
無,村里長,南投縣草屯鎮明正里,李桂杏
無,村里長,南投縣草屯鎮新厝里,陳佳玲
無,村里長,南投縣草屯鎮新厝里,吳秀蘭
無,村里長,南投縣草屯鎮新厝里,張元釋
